,,,
MATERIAL,DESCRIPCIÓN,ITF,CENTRO
FKA2873        ,SB COLOUR RENEW TONE-CORREC.COND. 8.45FL,10717226228732,1007
FKA2873I       ,SB COLOUR RENEW TONE-CORREC.COND. 8.45FL,10717226228732,1007
FKA2874        ,SB LUSTROUS TOUCH STRENGTHE.COND. 8.45FL,10717226128742,1007
FKA2874I       ,SB LUSTROUS TOUCH STRENGTHE.COND. 8.45FL,10717226128742,1007
FKA3173        ,LV TOUCHABLY FULL COND. 8.45 FL.OZ.     ,10717226131735,1007
FKA3173I       ,LV TOUCHABLY FULL COND. 8.45 FL.OZ.     ,10717226131735,1007
FKA3666        ,RA PURIFY + NOURISH COND. 8.45 FL.OZ.   ,10717226136662,1007
FKA3666I       ,RA PURIFY + NOURISH COND. 8.45 FL.OZ.   ,10717226136662,1007
FKA3668        ,RA HIDRATE + NOURISH COND. 8.45 FL.OZ.  ,10717226136686,1007
FKA3668I       ,RA HIDRATE + NOURISH COND. 8.45 FL.OZ.  ,10717226136686,1007
FKA3814        ,BB LIQUID SHINE ILLUMINATING CON. 8.45FL,10717226138147,1007
FKA3814I       ,BB LIQUID SHINE ILLUMINATING CON. 8.45FL,10717226138147,1007
FKA3960        ,RA HIDRATE + NOURISH COND. 1.5Fl.Oz.    ,10717226139601,1007
FKA3960I       ,RA HIDRATE + NOURISH COND. 1.5Fl.Oz.    ,10717226139601,1007
FKA4668        ,JF RED BOOSTING CONDITIONER 8.3 Fl Oz   ,10717226246682,1007
FKA4668I       ,JF RED BOOSTING CONDITIONER 8.3 Fl Oz   ,10717226246682,1007
FKA4719        ,FE SMOOTH START HYDRATATION CON. 10FL.OZ,10717226147194,1007
FKA4719I       ,FE SMOOTH START HYDRATATION CON. 10FL.OZ,10717226147194,1007
FKA4721        ,FE SMOOTH START REPAIRING COND. 10FL.OZ.,10717226147217,1007
FKA4721I       ,FE SMOOTH START REPAIRING COND. 10FL.OZ.,10717226147217,1007
FKA4765        ,JF DREAM CURLS CONDITIONER 8.45 Fl Oz   ,10717226247658,1007
FKA4914        ,JF FLAWLESSLY STRAIGHT CONDIT. 8.45 Fl O,10717226249140,1007
FKA5542        ,SB GO BLONDER LIGHTENING COND. 8.45FL.OZ,10717226155427,1007
FKA5542I       ,SB GO BLONDER LIGHTENING COND. 8.45FL.OZ,10717226155427,1007
FKA5760        ,FR FULL BODY COND. 8.45 FL.OZ.          ,10717226157605,1007
FKA5760I       ,FR FULL BODY COND. 8.45 FL.OZ.          ,10717226157605,1007
FKA6004        ,FE SMOOTH START REPAIRING COND. 1.5Fl.Oz,10717226160049,1007
FKA6004I       ,FE SMOOTH START REPAIRING COND. 1.5Fl.Oz,10717226160049,1007
FKA6036        ,JF VIOLET CRUSH BLONDES CONDIT. 8.3FL OZ,10717226260367,1007
FKA6036I       ,INT. JF VIOLET CRUSH BL CONDIT. 8.3FL OZ,10717226260367,1007
FKA6068        ,SB BLONDE HAIR REPAIR TREAT.COND. 5 OZ  ,5037156066685 ,1007
FKA6088        ,FR STRENGTHEN + RESTORE COND. 1.5Fl.Oz. ,10717226160889,1007
FKA6088I       ,FR STRENGTHEN + RESTORE COND. 1.5Fl.Oz. ,10717226160889,1007
FKA6088M       ,STRENGTHEN & RESTORE COND. TRAVEL SC    ,10717226160889,1007
FKA6259        ,JF DETOX & REPAIR CONDITONER 8.45 FL OZ ,10717226262590,1007
FKA6259I       ,INT.JF DETOX & REPAIR CONDIT. 8.45 FL OZ,10717226262590,1007
FKA7186        ,JF DREAM CURLS CONDITIONER 8.45 FL.OZ.  ,10717226271868,1007
FKA7186I       ,INT. JF DREAM CURLS CONDIT. 8.45 FL.OZ. ,10717226271868,1007
FKA7194        ,JF BRAZILLIAN SLEEK CONDITIONER 250 ML  ,10717226271943,1007
FKA7194I       ,INT. JF BRAZILLIAN SLEEK COND. 250 ML   ,10717226271943,1007
FKA7202        ,JF BLUE CRUSH BRUNETTE CONDIT. 8.3 FL OZ,10717226272025,1007
FKA7202I       ,JF BLUE CRUSH BRUNETTE CONDIT. 8.3 FL OZ,10717226272025,1007
FKA7330        ,FR DEEP CONDITIONER 5 FL.OZ.            ,05037156673302,1007
FKA7330I       ,FR DEEP CONTIDIONER 5 FL.OZ.            ,05037156673302,1007
FKA7866        ,JF VIBRANT SHINE CONDITIONER 250 ML     ,10717226278669,1007
FKA7866I       ,INT. JF VIBRANT SHINE CONDITIONER 250 ML,10717226278669,1007
FKA8051        ,JF SHEER BLONDE GO BLONDER COND.16FL.OZ.,10717226280518,1007
FKA8051I       ,INT.JF SHEER BLONDE GO BLONDER COND.16FL,10717226280518,1007
FKA8052        ,JF VIOLET CRUSH FOR BLONDER CON.16FL.OZ.,10717226280525,1007
FKA8052I       ,INT.JF VIOLET CRUSH FOR BLONDER CON.16FL,10717226280525,1007
FKA8447        ,SB EVERLASTING BLONDE COND. 8.45 FL.OZ. ,10717226184472,1007
FKA8447I       ,SB EVERLASTING BLONDE COND. 8.45 FL.OZ. ,10717226184472,1007
FKA8449        ,BB COLOUR PROTECTING MOISTUR.CON. 8.45FL,10717226184496,1007
FKA8622        ,JF DEEP SEA HYDRATION MOIST. COND. 250ML,10717226286220,1007
FKA8622I       ,INT.JF DEEP SEA HYDRAT.MOIST.COND. 250ML,10717226286220,1007
FKA8646        ,JOHN FRIEDA DETOX&REPAIR CON. 250ML     ,10717226286466,1007
FKA8646I       ,INT. JOHN FRIEDA DETOX&REPAIR CON. 250ML,10717226286466,1007
FKA9056        ,BB MULTI-TONO REVEALING DAILY CON. 8.45F,10717226190565,1007
FKA9056I       ,BB MULTI-TONO REVEALING DAILY CON. 8.45F,10717226190565,1007
FKA9138        ,JF ULTRA FILLER+FOR FINE HAIR CON 8.3FL ,10717226291385,1007
FKA9138I       ,INT.JF ULTRA FILLER+FOR FIN HAIR CON 8.3,10717226291385,1007
FKA9197        ,JF BLONDE+REPAIR SYSTEM CON. 8.3 FL.OZ. ,10717226291972,1007
FKA9197I       ,INT. JF BLONDE+REPAIR SYSTEM CON. 8.3FL.,10717226291972,1007
FKA9980        ,JF DREAM CURLS CONDITIONER 8.45 FL. OZ. ,10717226299800,1007
FKA9980I       ,INT. JF DREAM CURLS COND. 8.45 FL. OZ.  ,10717226299800,1007
FKA9982        ,JF DAILY NOURISHMENT LEAVE-IN COND. 8 OZ,10717226299824,1007
FKA9982I       ,INT. JF DAILY NOURISH LEAVE-IN COND. 8FL,10717226299824,1007
FKAF7262       ,VIOLET CRUSH TONNING MASK+DETOX&REP CON.,87501022172625,1007
FKC8169I       ,INT JE ULTRA HEALING EXTRA DRY SKIN 2 OZ,10019100230245,1007
FKCF7079       ,PALLET CHEDRAUI JOHN FRIEDA 2021        ,037836070792  ,1007
FKCF8667       ,PALLET LA COMER 2016                    ,037836086670  ,1007
FKCF8669       ,SIDEKICK JOHN FRIEDA SUPERAMA           ,037836086694  ,1007
FKCF8715       ,BB CREAM + ACEITE PDQ SC                ,037836087158  ,1007
FKE0001        ,JF DREAM CURLS HYDRATING CURL JELLY 6.7 ,10717226300018,1007
FKE0001I       ,INT. JF DREAM CURLS HYDRA CURL JELLY 6.7,10717226300018,1007
FKE0002        ,JF DREAM CURLS DAILY STYLING SPRAY 6.7  ,10717226300025,1007
FKE0002I       ,INT. JF DREAM CURLS DAILY STYLING SPRAY ,10717226300025,1007
FKE0004        ,JF SECRET WEAPON TOUCH-UP CREME 4FL.OZ. ,10717226300049,1007
FKE0004I       ,INT. JF SECRET WEAPON TOUCH-UP CREME 4FL,10717226300049,1007
FKE0007        ,JF 3 DAY STRAIGHT FLAT IRON SPRAY 3.5 OZ,10717226300070,1007
FKE0007I       ,INT.3 DAY STRAIGHT FLAT IRON SPRAY 3.5OZ,10717226300070,1007
FKE0010        ,JF DREAM CURLS CURL REVIV.MOUSSE 7.2 OZ.,10717226300100,1007
FKE0010I       ,INT. JF DREAM CURLS REVIV. MOUS 7.2 OZ. ,10717226300100,1007
FKE0011        ,JF MOISTURE BARRIER FIRM HOLD HS 12 OZ  ,10717226300117,1007
FKE0011I       ,INT. JF MOISTURE BARRIER FIRM HS 12 OZ  ,10717226300117,1007
FKE0017        ,JF GO BLONDER LIGHTENING SPRAY 3.5FL.OZ.,10717226300179,1007
FKE0017I       ,INT. JF GO BLONDER LIGHTENING SPRAY 3.5F,10717226300179,1007
FKE0246        ,FE SMOOTH OPERATOR BLOWOUT SPRAY 6.77   ,10717226302463,1007
FKE0246I       ,INT. FE SMOOTH OPERATO BLOWOUT SPRAY 6.7,10717226302463,1007
FKE0282        ,FE THE RESCUER LIGHTWEIGHT SERUM 1.69FL ,10717226302821,1007
FKE0282I       ,INT. FE THE RESCUER LIGHTWEIG SERUM 1.69,10717226302821,1007
FKE0856        ,SB BEACH BLONDE SALT SPRAY 5FL.OZ.      ,10717226208567,1007
FKE0856I       ,SB BEACH BLONDE SALT SPRAY 5FL.OZ.      ,10717226208567,1007
FKE0880        ,FE DREAM CURL AIR DRY FOAM 5FL.OZ.      ,10717226208802,1007
FKE0880A       ,FE DREAM CURL AIR DRY FOAM WM 5FL.OZ.   ,10717226208802,1007
FKE0880I       ,FE DREAM CURL AIR DRY FOAM 5FL.OZ. INTER,10717226208802,1007
FKE1125        ,FE 100% SHINE GLOSSING MIST 3FL.OZ.     ,80717226111255,1007
FKE1125I       ,FE 100% SHINE GLOSSING MIST 3FL.OZ.     ,80717226111255,1007
FKE1143        ,FE SECRET WEAPON TOUCH-UP CR. 4 OZ      ,10717226011501,1007
FKE1143I       ,FE SECRET WEAPON TOUCH-UP CR. 4 OZ      ,10717226011501,1007
FKE1161        ,FE DREAM CURL-PERFECTING SPRAY 6.7FL.OZ.,80717226111613,1007
FKE1161I       ,FE DREAM CURL-PERFECTING SPRAY 6.7FL.OZ.,80717226111613,1007
FKE1260        ,FE MASCARILLA INTENSA MIRACUL.RECOV. 5 O,5037156719130 ,1007
FKE1709        ,FRIZZEASE SERUM THER                    ,              ,1007
FKE1765        ,FE ORIGINAL SERUM 1.69 FL. OZ.          ,10717226117654,1007
FKE1765I       ,FE ORIGINAL SERUM 1.69 FL. OZ.          ,10717226117654,1007
FKE1766        ,FE EXTRA STRENGTH SERUM JF 1.69 FL.OZ.  ,10717226117661,1007
FKE1766I       ,FE EXTRA STRENGTH SERUM JF 1.69 FL.OZ.  ,10717226117661,1007
FKE2265        ,BB VISIBLY BRIGHTER TREATMENT 1.15 OZ.  ,10717226222655,1007
FKE2443        ,FRIZZ EASE 10 DAY TAMER TREATMENT 5FL.OZ,10717226224437,1007
FKE2443I       ,FRIZZ EASE 10 DAY TAMER TREATMENT 5FL.OZ,10717226224437,1007
FKE2471        ,BB VISIBLY DEEPER TREATMENT 4 OZ        ,10717226224710,1007
FKE2725        ,FE CURL REVIVER STYLING MOUSSE 7.2 OZ   ,10717226127257,1007
FKE2725I       ,FE CURL REVIVER STYLING MOUSSE 7.2 OZ   ,10717226127257,1007
FKE2727        ,FE MOIST.BARRIER FIRM-HOLD SPRAY 12 OZ  ,10717226127271,1007
FKE2727I       ,FE MOIST.BARRIER FIRM-HOLD SPRAY 12 OZ  ,10717226127271,1007
FKE3175        ,LV VOLUME BUILDING MOUSSE 7.5 FL.OZ.    ,10717226135764,1007
FKE3175I       ,LV VOLUME BUILDING MOUSSE 7.5 FL.OZ.    ,10717226135764,1007
FKE3704        ,FE STRAIGHT FIXATION SMOOTH.CR. 5FL.OZ. ,10717226137041,1007
FKE3704I       ,FE STRAIGHT FIXATION SMOOTH.CR. 5FL.OZ. ,10717226137041,1007
FKE3705        ,FE HEAT DEFEAT PROTEC.STYL.SPRAY 6FL.OZ.,10717226137058,1007
FKE3705I       ,FE HEAT DEFEAT PROTEC.STYL.SPRAY 6FL.OZ.,10717226137058,1007
FKE3706        ,FRIZZEASE SPRAY SPIR                    ,              ,1007
FKE3781        ,JF VOLUMEN REFRESH SHAMPOO SPRAY        ,10717226237819,1007
FKE4859        ,LV ALL-DAY HOLD HAIRSPRAY 10 FL.OZ.     ,10717226148597,1007
FKE4859I       ,LV ALL-DAY HOLD HAIRSPRAY 10 FL.OZ.     ,10717226148597,1007
FKE5479        ,JF WONDER MASCARILLA FRIZZ SMOOTHING    ,10717226254793,1007
FKE5479A       ,JF WONDER MASCAR. FRIZZ SMOOTHING WM    ,20717226254790,1007
FKE5479I       ,JF WONDER MASCARILLA FRIZZ SMOOTHING    ,10717226254793,1007
FKE5480        ,JF WONDER MASCARILLA BLONDE BRIGHTENING ,10717226254809,1007
FKE5480A       ,JF WONDER MASCAR. BLONDE BRIGHTENING WM ,20717226254806,1007
FKE5480I       ,JF WONDER MASCARILLA BLONDE BRIGHTENING ,10717226254809,1007
FKE5481        ,JF WONDER MASCARILLA DAMAGE REPAIRING   ,10717226254816,1007
FKE5481A       ,JF WONDER MASCAR. DAMAGE REPAIRING WM   ,20717226254813,1007
FKE5481I       ,JF WONDER MASCARILLA DAMAGE REPAIRING   ,10717226254816,1007
FKE5545        ,JF GO BLONDER CONTROLLED LIGHTEN SPRAY 5,10717226294058,1007
FKE5545I       ,INT. JF GO BLONDER CONTR LIGHTEN SPRAY 5,10717226294058,1007
FKE5547        ,FE 3-DAY STRAIGHT STYLING SPRAY 3.5FL.OZ,10717226155472,1007
FKE5547I       ,FE 3-DAY STRAIGHT STYLING SPRAY 3.5FL.OZ,10717226155472,1007
FKE5761        ,FULL REPAIR PUNTAS                      ,              ,1007
FKE6261        ,JF DETOX & REPAIR CARE SPRAY 6.77 FL OZ ,10717226262613,1007
FKE6261I       ,INT. JF DETOX & REPAIR SPRAY 6.77 FL OZ ,10717226262613,1007
FKE7178        ,FRIZZEASE TRAT FOR D                    ,              ,1007
FKE7187        ,JF DREAM CURLS NOURISHING CREAM OIL     ,10717226271875,1007
FKE7187I       ,JF DREAM CURLS NOURISHING CREAM OIL     ,10717226271875,1007
FKE7662        , FE 3-DAY STRAIGHT STYLING SPRAY 1 FL.OZ,10717226176521,1007
FKE7823        ,JF ORIGINAL 6 EFFECTS SERUM 50 ML       ,10717226278232,1007
FKE7823I       ,INT. JF ORIGINAL 6 EFFECTS SERUM 50 ML  ,10717226278232,1007
FKE7824        ,JF EXTRA STRENGTH 6 EFFECTS+ SERUM 50 ML,10717226278249,1007
FKE7824I       ,INT. JF EXTRA STRENGTH 6 EF+ SERUM 50 ML,10717226278249,1007
FKE7862        ,JF VIOLET CRUSH PURPLE TON. MASK 177 ML ,10717226278645,1007
FKE7862I       ,INT. JF VIOLET CRUSH PURPLE MASK 177 ML ,10717226278645,1007
FKE7867        ,JF VIBRANT SHINE SPRAY 150 ML           ,10717226278676,1007
FKE7867I       ,INT. JF VIBRANT SHINE SPRAY 150 ML      ,10717226278676,1007
FKE8331        ,JF LUXURIOUS VOL. BLOW OUT SPRAY 4 FL.OZ,10717226238151,1007
FKE8357        ,JF LUXURIOUS VOL BLOW DRY LOTION 6 FL.OZ,10717226183574,1007
FKE8760        ,FE CLEARLY DEFINED STYLE GEL 5 OZ.      ,10717226187602,1007
FKE8760I       ,FE CLEARLY DEFINED STYLE GEL 5 OZ.      ,10717226187602,1007
FKE8775        ,GLOSSER COOL BLONDE CHEDRAUI 6 FL.OZ.   ,80037836087758,1007
FKE8776        ,GLOSSER COOL BRUNETTE CHEDRAUI 6 FL.OZ. ,80037836087765,1007
FKE8777        ,GLOSSER COOL RED CHEDRAUI 6 FL.OZ.      ,80037836087772,1007
FKE8778        ,GLOSSER WARM BLONDE CHEDRAUI 6 FL.OZ.   ,80037836087789,1007
FKE8779        ,GLOSSER WARM BRUNETTE CHEDRAUI 6 FL.OZ. ,80037836087796,1007
FKE8780        ,GLOSSER WARM RED CHEDRAUI 6 FL.OZ.      ,80037836087802,1007
FKE9141        ,JF ULTRA FILLER+THICKENING SPRAY 5FL.OZ ,10717226291415,1007
FKE9141I       ,INT JF ULTRA FILLER+THICKENING SPRAY 5FL,10717226291415,1007
FKE9200        ,JF BLONDE+REP SYSTEM PRE-SH TRAT 3.3FL. ,10717226292009,1007
FKE9200I       ,INT.JF BLONDE+REP SYSTEM PRE-SH TRAT 3.3,10717226292009,1007
FKE9445        ,FR REPAIRING OIL ELIXIR 3 FL.OZ.        ,10717226194457,1007
FKE9445I       ,FR REPAIRING OIL ELIXIR JF 3 FL.OZ.     ,10717226194457,1007
FKE9541        ,JF DREAM CURLS WAVE REVIVAL SPRAY       ,10717226295413,1007
FKE9541I       ,INT. JF DREAM CURLS WAVE REVIVAL SPRAY  ,10717226295413,1007
FKE9565        ,JF DREAM CURLS HIDRAT CURL JELLY 200ML  ,10717226295659,1007
FKE9565I       ,INT.JF DREAM CURLS HIDRAT CURL JELLY 200,10717226295659,1007
FKE9573        ,JF ULTRA FILLER+HAIR DENSITY SCALP SERUM,10717226295734,1007
FKE9624        ,COLOUR REFR.GLOSS COOL BRUNETTE 6 Fl.Oz.,10717226196246,1007
FKE9624I       ,COLOUR REFR.GLOSS COOL BRUNETTE 6 Fl.Oz.,10717226196246,1007
FKE9625        ,COLOUR REFR.GLOSS WARM BRUNETTE 6 Fl.Oz.,10717226196253,1007
FKE9625I       ,COLOUR REFR.GLOSS WARM BRUNETTE 6 Fl.Oz.,10717226196253,1007
FKE9626        ,COLOUR REFR.GLOSS COOL BLONDE 6 Fl.Oz.  ,10717226196260,1007
FKE9626I       ,COLOUR REFR.GLOSS COOL BLONDE 6 Fl.Oz.  ,10717226196260,1007
FKE9627        ,COLOUR REFR.GLOSS WARM BLONDE 6 Fl.Oz.  ,10717226196277,1007
FKE9627I       ,COLOUR REFR.GLOSS WARM BLONDE 6 Fl.Oz.  ,10717226196277,1007
FKE9628        ,COLOUR REFR.GLOSS COOL RED 6 Fl.Oz.     ,10717226196284,1007
FKE9628I       ,COLOUR REFR.GLOSS COOL RED 6 Fl.Oz.     ,10717226196284,1007
FKE9629        ,COLOUR REFR.GLOSS WARM RED 6 Fl.Oz.     ,10717226196291,1007
FKE9629I       ,COLOUR REFR.GLOSS WARM RED 6 Fl.Oz.     ,10717226196291,1007
FKE9643        ,FE UNWIND CURL CALMING CR. 5 OZ.        ,10717226196437,1007
FKE9643I       ,FE UNWIND CURL CALMING CR. 5 OZ.        ,10717226196437,1007
FKE9645        ,FE NOURISHING OIL ELIXIR 3FL.OZ.        ,10717226196451,1007
FKE9645I       ,FE NOURISHING OIL ELIXIR 3FL.OZ.        ,10717226196451,1007
FKE9828        ,JF FRIZZ EASE LIGHTWEINGT SERUM 50ML    ,10717226198288,1007
FKE9828I       ,INT. JF FRIZZ EASE LIGHTWEINGT SERUM 50M,10717226198288,1007
FKE9985        ,FE THE CONTROL EXTRA STRENGTH SERUM 1.69,10717226299855,1007
FKE9985I       ,INT. FE CONTROL EXTRA STRENGT SERUM 1.67,10717226299855,1007
FKEF7036       ,MUEBLE MASCARILLAS JF SP                ,037836070365  ,1007
FKEF7209       ,PDQ´S VIOLET CRUSH SC                   ,037836072093  ,1007
FKEF7210       ,PDQ´S SERUMS SC                         ,037836072109  ,1007
FKEF7211       ,PDQ´S SUPERAMA MIX                      ,037836072116  ,1007
FKEF7272       ,PDQ JOHN FRIEDA DETOX AND REPAIR 2023   ,7501022172728 ,1007
FKEF7273       ,PDQ JOHN FRIEDA VIOLET & SERUM 2023     ,7501022172735 ,1007
FKEF7323       ,PDQ WALMART TRATAMIENTOS/SERUM MAYO 2024,7501022173237 ,1007
FKEF7341       ,PDQ CUIDADO DEL COLOR JOHN FRIEDA 2025  ,7501022173411 ,1007
FKEF7342       ,PDQ CUIDADO CABELLO DETOX JOHN FRIE 2025,7501022173428 ,1007
FKEF7364       ,PDQ´S JF INNOVACIONES                   ,7501022173640 ,1007
FKEF8609       ,SIDEKICK JOHN FRIEDA CHEDRAUI           ,037836086090  ,1007
FKEF8673       ,PALLET JOHN FRIEDA WM 2015              ,037836086731  ,1007
FKLF8628       ,PDQ Brillian 2016                       ,037836086281  ,1007
FKS0013        ,GO BLONDER LIGHTENING SH 8.3 FL.OZ      ,10717226300131,1007
FKS0013I       ,INT. GO BLONDER LIGHTENING SH 8.3FL.OZ  ,10717226300131,1007
FKS0018        ,JF VIOLET CRUSH FOR BLONDE SH. 8.3 FL.OZ,10717226300186,1007
FKS0018I       ,INT. JF VIOLET CRUSH FOR BLONDE SH. 8.3 ,10717226300186,1007
FKS0045        ,JF SHEER BLONDE BRIGHTENING SH. 8.3FL.OZ,10717226300452,1007
FKS0045I       ,INT. JF SHEER BLONDE BRIGHTENING SH. 8.3,10717226300452,1007
FKS0306        ,JF BRILLIANT BRUN.COL.VIBRANCY SH. 8.45 ,10717226303064,1007
FKS0306I       ,INT. JF BRILLIANT BRUN.COL.VIBRA SH.8.45,10717226303064,1007
FKS0308        ,JF RED BOOSTING SH. 8.45 FL. OZ.        ,10717226303088,1007
FKS0308I       ,INT. JF RED BOOSTING SH. 8.45 FL. OZ.   ,10717226303088,1007
FKS0511        ,SB HIGHLIGH ACT.ENHAN.LIGH.SH. 8.45FL.OZ,10717226505116,1007
FKS0511I       ,SB HIGHLIGH ACT.ENHAN.LIGH.SH. 8.45FL.OZ,10717226505116,1007
FKS0512        ,SB HIGHLIGH ACT.ENHAN.DARK.SH. 8.45FL.OZ,10717226505123,1007
FKS0512I       ,SB HIGHLIGH ACT.ENHAN.DARK.SH. 8.45FL.OZ,10717226505123,1007
FKS0854        ,SB BEACH BLONDE REFRESHING SH. 10FL.OZ  ,10717226208543,1007
FKS0854I       ,SB BEACH BLONDE REFRESHING SH. 10FL. INT,10717226208543,1007
FKS0881        ,FE BEYOND SMOOTH SHAMPOO 8.45 FL.OZ.    ,10717226208819,1007
FKS0881I       ,FE BEYOND SMOOTH SHAMPOO 8.45 FL.OZ.    ,10717226208819,1007
FKS0888        ,FE MIRACULOUS RECOVERY SHAMPOO 8.45FL.OZ,10717226208888,1007
FKS0888I       ,FE MIRACULOUS RECOVERY SHAMPOO 8.45FL.OZ,10717226208888,1007
FKS1302        ,BB MULTI-TONO REVEALING DAILY SH. 8.45FL,10717226013027,1007
FKS1304        ,BB MULTI-TONO REVEALING MOIST.SH. 8.45FL,10717226013048,1007
FKS1304I       ,BB MULTI-TONO REVEALING MOIST.SH. 8.45FL,10717226013048,1007
FKS1351        ,RR COLOUR PROTECTING SH. 8.45 FL.OZ.    ,10717226013512,1007
FKS1351I       ,RR COLOUR PROTECTING SH. 8.45 FL.OZ.    ,10717226013512,1007
FKS1521        ,FE BEYOND SMOOTH SH. 1.5 FL.OZ.         ,10717226215213,1007
FKS1521I       ,FE BEYOND SMOOTH SH. 1.5 FL.OZ.         ,10717226215213,1007
FKS1551        ,JF 3PACK SH+COND+OIL ELIXIR SHEER BLONDE,717226215513  ,1007
FKS1551I       ,JF 3PACK SH+COND+OIL ELIXIR SHEER BLONDE,717226215513  ,1007
FKS1552        ,JF 3PACK SH+COND+S. GLOSS BRIL.BRUNETTE ,717226215520  ,1007
FKS1552I       ,JF 3PACK SH+COND+S. GLOSS BRIL.BRUNETTE ,717226215520  ,1007
FKS1710        ,SB EVERLASTING BLONDE SH. 8.45 FL.OZ.   ,10717226217101,1007
FKS1710I       ,SB EVERLASTING BLONDE SH. 8.45 FL.OZ.   ,10717226217101,1007
FKS1712        ,SB HIGHLIGH ACT.ENHAN.DARK.SH. 8.45FL.OZ,10717226217125,1007
FKS1712I       ,SB HIGHLIGH ACT.ENHAN.DARK.SH. 8.45FL.OZ,10717226217125,1007
FKS1742        ,SB LUSTROUS TOUCH STRENGTHEN.SH. 8.45FL.,10717226217422,1007
FKS1742I       ,SB LUSTROUS TOUCH STRENGTHEN.SH. 8.45FL.,10717226217422,1007
FKS2465        ,JF GO BLONDER LIGHTENING SH. 8.3 FL.OZ 4,10717226224659,1007
FKS2465I       ,INT. JF GO BLONDER LIGHTENING SH. 8.3 FL,10717226224659,1007
FKS2467        ,BB VISIBLY BRIGHTER SHAMPOO 8.3 FL.OZ.  ,10717226224673,1007
FKS2467I       ,BB VISIBLY BRIGHTER SHAMPOO 8.3 FL.OZ.  ,10717226224673,1007
FKS2469        ,BB VISIBLY DEEPER SHAMPOO 8.3 FL.OZ.    ,10717226224697,1007
FKS2469I       ,BB VISIBLY DEEPER SHAMPOO 8.3 FL.OZ.    ,10717226224697,1007
FKS2638        ,SB GO BLONDER LIGHTENING SH. 2 FL.OZ.   ,10717226226387,1007
FKS2638I       ,SB GO BLONDER LIGHTENING SH. 2 FL.OZ.   ,10717226226387,1007
FKS2642        ,BB VISIBLY BRIGHTER SH. 2 FL.OZ.        ,10717226226424,1007
FKS2642I       ,BB VISIBLY BRIGHTER SH. 2 FL.OZ.        ,10717226226424,1007
FKS2870        ,SB GO BLONDER LIGHTENING SH. 8.3 FL.OZ. ,10717228228709,1007
FKS2870I       ,SB GO BLONDER LIGHTENING SH. 8.3 FL.OZ. ,10717228228709,1007
FKS2872        ,SB COLOUR RENEW TONE-CORREC.SH. 8.45 FL.,10717226228725,1007
FKS2872I       ,SB COLOUR RENEW TONE-CORREC.SH. 8.45 FL.,10717226228725,1007
FKS2873        ,SB LUSTROUS TOUCH STRENGTHEN.SH. 8.45FL.,10717226128735,1007
FKS2873I       ,SB LUSTROUS TOUCH STRENGTHEN.SH. 8.45FL.,10717226128735,1007
FKS3172        ,LV TOUCHABLY FULL SH. 8.45 FL.OZ.       ,10717226131728,1007
FKS3172I       ,LV TOUCHABLY FULL SH. 8.45 FL.OZ.       ,10717226131728,1007
FKS3665        ,RA PURIFY + NOURISH SH. 8.45 FL.OZ.     ,10717226136655,1007
FKS3665I       ,RA PURIFY + NOURISH SH. 8.45 FL.OZ.     ,10717226136655,1007
FKS3667        ,RA HYDRATE + NOURISH SH. 8.45 FL.OZ.    ,10717226136679,1007
FKS3667I       ,RA HYDRATE + NOURISH SH. 8.45 FL.OZ.    ,10717226136679,1007
FKS3813        ,BB LIQUID SHINE ILLUMINATING SH. 8.45FL.,10717226138130,1007
FKS3813I       ,BB LIQUID SHINE ILLUMINATING SH. 8.45FL.,10717226138130,1007
FKS3959        ,RA HYDRATE + NOURISH SH. 1.5Fl.Oz.      ,10717226139595,1007
FKS3959I       ,RA HYDRATE + NOURISH SH. 1.5Fl.Oz.      ,10717226139595,1007
FKS4667        ,JF RED BOOSTING SHAMPOO 8.3 Fl Oz       ,10717226246675,1007
FKS4667I       ,JF RED BOOSTING SHAMPOO 8.3 Fl Oz       ,10717226246675,1007
FKS4718        ,FE SMOOTH START HYDRATATION SH. 10FL.OZ ,10717226147187,1007
FKS4718I       ,FE SMOOTH START HYDRATATION SH. 10FL.OZ ,10717226147187,1007
FKS4720        ,FE SMOOTH START REPAIRING SH. 10FL.OZ.  ,10717226147200,1007
FKS4720I       ,FE SMOOTH START REPAIRING SH. 10FL.OZ.  ,10717226147200,1007
FKS4764        ,JF DREAM CURLS SHAMPOO 8.45 Fl Oz       ,10717226247641,1007
FKS4913        ,JF FLAWLESSLY STRAIGHT SH. 8.45 Fl Oz   ,10717226249133,1007
FKS5541        ,SB GO BLONDER LIGHTENING SH. 8.45 FL.OZ.,10717226155410,1007
FKS5541I       ,SB GO BLONDER LIGHTENING SH. 8.45 FL.OZ.,10717226155410,1007
FKS5759        ,FR FULL BODY SH. 8.45 FL.OZ.            ,10717226157599,1007
FKS5759I       ,FR FULL BODY SH. 8.45 FL.OZ.            ,10717226157599,1007
FKS6003        ,FE SMOOTH START REPAIRING SH. 1.5 Fl.Oz.,10717226160032,1007
FKS6003I       ,FE SMOOTH START REPAIRING SH. 1.5Fl.Oz. ,10717226160032,1007
FKS6035        ,JF VIOLET CRUSH BLONDES SHAMPOO 8.3FL OZ,10717226260350,1007
FKS6035I       ,INT. JF VIOLET CRUSH BL SHAMPOO 8.3FL OZ,10717226260350,1007
