,,,
MATERIAL,DESCRIPCIÓN,ITF,CENTRO
SF8139         ,SH.MANZ.HL CAST.400+AC.MANZ.HL SEDA 400M,87501022181399,1201
SF8269         ,MANZA THERAPY DUO PACK                  ,87501022182693,1201
SF8342         ,MANZANILLA GRISI TRAD. 2 EN 1 SH. 100ML ,27501022183421,1201
SF8343         ,MANZANILLA GRISI PROT. COLOR SH. 100ML  ,27501022183438,1201
SF8352         ,MNZ.BRILL.Y REP.SH.400+MZN.BRILLO SH.100,17501022183523,1201
SF8354         ,MANZ.GLD.EXT.SH.400+MANZ.BRILLO SH.100ML,17501022183547,1201
SF8355         ,MANZ.BRILL.INT.SH.300+AC.SILKY/SUAVI.300,87501022183553,1201
SF8356         ,MANZ.GLD.EXT.SH.300+AC. SILKY/SUAVID.300,87501022183560,1201
SF8358         ,FOURWAY CAPILARES P/COMEX               ,7501022183588 ,1201
SF8377         ,KIT DUO SH.MAN.BRILLO 400ML+JB.MAN.125G ,87501022183775,1201
SF8471A        ,OF. MANZ. AGAVE SH. 400ML+LOC.MANZ. 60ML,10037836084710,1201
SF8471B        ,OF. MANZ. AGAVE SH. 400ML+JB.NEUTRO 90G ,10037836084710,1201
SF8606         ,FOURWAY CAPILARES PARA COMEX 2014       ,              ,1201
SF8646         ,FOURWAY CAPILARES PARA COMEX NOVIEMBRE  ,7501022186466 ,1201
SF8706         ,PDQ MANZANILLA GOLD SUPERCENTER         ,7501022187067 ,1201
SF8707         ,PDQ MANZANILLA TRADICIONAL SUPERCENTER  ,7501022187074 ,1201
SF8708         ,PDQ MANZANILLA TRADICIONAL B. AURRERA   ,7501022187081 ,1201
SF8709         ,PDQ MANZANILLA GOLD BODEGA AURRERA      ,7501022187098 ,1201
SF8806         ,PDQ MANZANILLA SUPERCENTER              ,7501022188064 ,1201
SX8404         ,CHAMOMILE MX.MOISTURIZER SH. 13.5 FL.OZ.,10037836084048,1201
SX8405         ,CHAMOMILE SHINE & REPAIR SH 10FL (300ML),10037836084055,1201
SX8407         ,CHAMOMILE GOLD SH. 10 FL. OZ. (300ML)   ,10037836084079,1201
SX8430         ,DUOPACK MANZA.NATURAL GLOSS SH. 13.5 FL.,037836884306  ,1201
SX8445         ,CHAMOMILE SH 2 IN 1 13.5 FL. OZ.        ,10037836084451,1201
SX8470         ,CHAMOMILE BRILLO INTENSO SH. 10 FL.OZ.  ,10037836084703,1201
SX8471         ,CHAMOMILE NATURAL GLOSS SH. 13.5 FL.OZ. ,10037836084710,1201
SX8471A        ,CHAMOMILE NATURAL GLOSS SH. 13.5 FL.OZ. ,10037836084710,1201
SX8472         ,CHAMOMILE GOLD SH. 10 FL.OZ.            ,10037836084727,1201
SX9027         ,CHAMOMILE GOLD 8.45/SOAP 3.5            ,10037836090278,1201
SX9152         ,MANZ.STYLING GEL 14OZ/MIRROR            ,10037836091527,1201
SXF3283        ,SH.MANZ.GOLD 13.5+HAND CREAM MOTHER     ,10037836032834,1201
SXF3283A       ,SH.MANZ.GOLD 13.5+NEUTRAL SOAP 3.5 OZ   ,10037836032834,1201
SXF8000        ,CHAMOMILE SH.13.5+SH.TRAVEL SIZE 3.3OZ  ,10037836080002,1201
SXF8065        ,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,80037836080650,1201
SXF8072        ,CHAMOMILE NAT.GLOSS SH.13.5+CHAM.LOT.3.3,10037836080729,1201
SXF8073        ,CHAMOMILE NAT.GLOSS SH.10+CHAMO.SOAP 3.5,80037836080735,1201
SXF8471        ,CHAM.NAT.GLOSS SH.13.5+CHAM.LOT.3.3 FL  ,10037836084710,1201
SXF8471B       ,CHAM.NAT.GLOSS SH.13.5+SH.TRAVEL 3.3FL  ,10037836084710,1201
SXF8471C       ,CHAM.NAT.GLOSS SH. 13.5+HAND CREAM MOT. ,10037836084710,1201
SXF8471D       ,CHAM.NAT.GLOSS SH. 13.5+NEUTRAL SOAP    ,10037836084710,1201
SF8062         ,SH. PERRO CONS. 500ML+FRES. ALIEN. 265ML,17501022180621,1201
V00715         ,PPT SH. ANTIPULGAS 400 ML               ,27501022107151,1201
V00716         ,PERRO AGRADECIDO JB.ANTISE/ANTIP 100G   ,87501022107160,1201
V00717         ,PERRO AGRADECIDO JB. COSMETICO 100G     ,87501022107177,1201
V00720         ,PERRO CONSENTIDO ANTIOLORES SH. 500ML   ,17501022107208,1201
V00722         ,PPT SPRAY ANTIPULGAS 250 ML             ,17501022107222,1201
V00722A        ,PPT SPRAY ANTIPULGAS 250 ML             ,17501022107222,1201
V00726         ,FRESCO ALIENTO PERRO CONSENTIDO 265ML NI,17501022107260,1201
V00727         ,SH. GUAU DEL PERRO CONSENTIDO 400 ML    ,10037836007276,1201
V00728         ,JABON GUAU! DEL PERRO CONSENTIDO 90 G   ,80037836007282,1201
V00729         ,SH. LIMPIEZA EN SECO GATO CONSENT. 150ML,17501022107291,1201
V00736         ,THANKFUL DOG REPELENTE ORINA PERRO 490ML,17501022107369,1201
V00737         ,THANKFUL DOG SH EN SECO P/PERRO 240ML   ,17501022107376,1201
V00737A        ,THANKFUL DOG SH EN SECO P/PERRO 240ML   ,17501022107376,1201
V00739         ,THANKFUL DOG SH. CACHORROS 280ML        ,17501022107390,1201
V00740         ,THANKF.DOG SPRAY QUITAOLORES PERRO 490ML,17501022107406,1201
V00750         ,GATO CONSEN. REPELENTE ORINA 490ML      ,17501022107505,1201
V00751         ,GATO CONSEN. SPRAY SECO ANTICAIDA 240ML ,17501022107512,1201
V00752         ,THANKFUL DOG TOALLITAS LIMPIEZA 100PZ   ,17501022107529,1201
V00754         ,GATO CONSEN. TOALLITAS LIMPIEZA 100PZ   ,17501022107543,1201
V00756         ,SHAMPOO DEL PERRO CONSENTIDO 500 mL     ,27501022107014,1201
V00757         ,JABON DEL PERRO CONSENTIDO 100 G        ,57501022107022,1201
V00758         ,SHAMPOO PELO BLANCO PERRO CONSEN. 500mL ,10810120501366,1201
V00765         ,JABON 3EN1 DEL PERRO CONSENTIDO 100G    ,80810120502737,1201
V00768         ,2EN1 SH/ACON CACHORRO GATO CONS. 280ML  ,10810120502783,1201
V00770         ,NEUTRALIZADOR DE OLORES GATO 490 ML     ,17501022107703,1201
V00773         ,FOAM DE LIMPIEZA EN SECO PARA GATO 240ML,17501022107734,1201
V0701C         ,PERRO CONSENTIDO SHAMPOO 500ML 12PZ     ,17501022107017,1201
V0715A         ,PPT SH. ANTIPULGAS 400 ML 12PZ          ,17501022107154,1201
V0756A         ,SHAMPOO DEL PERRO CONSENTIDO 500mL 12PZ ,17501022107017,1201
V0757A         ,JABON DEL PERRO CONSENTIDO 100G 25PZ.   ,87501022107023,1201
VF0701C        ,OF. SH P.CONSEN 500ML+  JB P.CONSEN 100G,17501022107017,1201
VF0715A        ,OF. SH PPT 400ML + JB PPT 100G          ,17501022107154,1201
VF0727         ,SH.GUAU PERRO CONSENT.400+SOBRE GANADOR ,10037836007276,1201
VF0729         ,SH. LIMP EN SECO GATO+BOLSA PREM.MININO ,17501022107291,1201
VF0737         ,OF.THANKFUL DOG SH.SECO PERRO 240+PREMIO,17501022107376,1201
VF0739         ,OF.THANKFUL DOG SH.CACHORRO 280+PREMIO  ,17501022107390,1201
VF7204         ,DUOPACK THANKFUL DOG OAT MEAL SOAP 3.5OZ,17501022172046,1201
VF7205         ,OA THANKFUL SH.SECO PERR. 240+SOAP 3.5OZ,17501022172053,1201
VF7206         ,OA THANKFUL SPRAY 8.4+SH. CACHORRO 280  ,17501022172060,1201
VF7221         ,THANKFUL DOG OAT MEAL SH.13.5+SOAP 3.5  ,17501022172213,1201
VF7222         ,THANKFUL DOG OAT MEAL SPRAY 8.4+SOAP 3.5,17501022172220,1201
VF7281         ,OA FOAM THANKFUL DOG 240+BEBEDERO PROMO ,80810120502010,1201
VF8091         ,TRIPACK JB. PPT 100G PRECIO ESPECIAL    ,27501022180918,1201
VF8092         ,TRIPACK JB.  PERRO 100G PRECIO ESPECIAL ,27501022180925,1201
VF8093         ,PACK SH. PPT 400ML+JB PERRO CONS. 100G  ,87501022180934,1201
VF8094         ,PACK SH. PPT 400ML+FRESCO ALIENTO       ,87501022180941,1201
VF8097         ,PACK SH. NO+NUDOS 500ML+ JB. P.CONS.100G,87501022180972,1201
VF8098         ,PERRO CONSEN. SH. 500ML+JB. PPT 100G    ,              ,1201
VF8099         ,SPRAY PPT 400ML+JB.PERRO100G PRECIO ESP.,87501022180996,1201
VF8258         ,SH.NO+NUDOS 500ML+JB.PPT100G PRECIO ESP.,87501022182587,1201
VF8647         ,PACK SH. P.CONSEN.500ML+JB P.CONSEN100G ,87501022186479,1201
VF8784         ,DUOPACK JB PERRO AGRADECIDO 100g        ,27501022187849,1201
VF8785         ,PACK P.CONS.SH.500ml+FRESC.ALIENTO 265ml,87501022187858,1201
VF8786         ,PACK PPT SH. 400ml + JABON PPT 100g     ,87501022187865,1201
VF8787         ,PACK THANKFUL DOG SH. 400ml + LOC. 250ml,80037836087871,1201
VF8788         ,THANKFUL DOG SH.13.5Fl.Oz/400ml CHEDRAUI,10037836087889,1201
VF8789         ,THANKFUL DOG SOAP 3.5 oz/100g CHEDRAUI  ,80037836087895,1201
VF8790         ,THANKFUL DOG SPRAY 8.4Fl.Oz/250ml CHEDRA,10037836087902,1201
VF8890         ,SIDEKICK VETERINARIOS SUPERAMA          ,7501022188903 ,1201
VF8993         ,SH. GUAU PERRO CONS 400+JB PERRO CONS   ,10037836089937,1201
VX8449         ,THANKFUL DOG OAT MEAL SOAP 3.5 OZ/100G  ,80037836084498,1201
VX8450         ,THANKFUL DOG OAT MEAL SH. 13.5FL.OZ/400M,10037836084505,1201
VX8451         ,FRIENDLY DOG OAT MEAL SOAP 3.5 OZ/100G  ,80037836084511,1201
VX8452         ,FRIENDLY DOG OAT MEAL SH.13.5FL.OZ./400 ,10037836084529,1201
VX8453         ,FRIENDLY DOG OAT MEAL LOT.8.4FL.OZ./250m,10037836084536,1201
VX8481         ,THANKFUL DOG OAT MEAL SPRAY8.4FL.OZ./250,10037836084819,1201
VX8521         ,SH. EL PERRO AGRADECIDO EXP 400 mL      ,10037836085212,1201
VX8522         ,LOCION EL PERRO AGRADECIDO EXP 250 mL   ,10037836085229,1201
VX8523         ,JABON EL PERRO AGRADECIDO EXP 100 g     ,80037836085235,1201
VX8525         ,SHAMPOO GUAU EXP 400 mL                 ,10037836085250,1201
VX9671         ,SHAMPOO THANKFUL DOG 400 ML HOLANDA     ,10037836096713,1201
VX9671A        ,SHAMPOO THANKFUL DOG 400ML HOLANDA      ,10037836096713,1201
VX9672         ,LOCION THANKFUL DOG 250 ML HOLANDA      ,10037836096720,1201
VX9672A        ,LOCION THANKFUL DOG 250ML HOLANDA       ,10037836096720,1201
VX9673         ,JABON THANKFUL DOG 100 G HOLANDA        ,80037836096736,1201
VX9673A        ,JABON THANKFUL DOG 100G HOLANDA         ,80037836096736,1201
VX9682         ,CHAMPÚ THANKFUL DOG 400ML ESP.          ,10810120501359,1201
VX9683         ,LOCION THANKFUL DOG 250ML ESP.          ,10810120501311,1201
VX9684         ,JABÓN THANKFUL DOG 100G ESP.            ,80810120501273,1201
VXF8450        ,OF.THANKFUL DOG OAT MEAL SH.13.5+PREMIO ,10037836084505,1201
VXF8450A       ,THANKFUL DOG OAT MEAL SH.13.5+SOAP 3.5  ,10037836084505,1201
VXF8481        ,SPRAY THANKFUL DOG+JB.THANKFUL GRATIS   ,10037836084819,1201
VXF8481A       ,THANKFUL DOG OAT MEAL SPRAY 8.4+SOAP 3.5,10037836084819,1201
C00421         ,GRISI CONCHA NÁCAR CREMA SÓLIDA 110G    ,27501022104211,1201
C00421A        ,GRISI CONCHA NÁCAR CREMA SÓLIDA 110G    ,27501022104211,1201
C00859         ,ALMOND BODY CREAM 13.5 FL OZ            ,10037836008594,1201
C04008         ,GRISI CONCHA NÁCAR CREMA LÍQUIDA 400ML  ,10037836040082,1201
C04008A        ,GRISI CONCHA NÁCAR CREMA LÍQUIDA 400ML  ,10037836040082,1201
C04009         ,GRISI LECHE BURRA CR.LIQ.400ML/13.5FL.OZ,10037836040099,1201
C04010         ,GRISI ALMENDRAS CR.LIQ.400ML /13.5 FL OZ,10037836040105,1201
C04011         ,GRISI ALMENDRAS CR.SOL. 110G /3.8 OZ.   ,10037836040112,1201
C04019         ,GRISI JALEA REAL CREMA SÓLIDA 110G      ,10037836040198,1201
C04019A        ,GRISI JALEA REAL CREMA SÓLIDA 110G      ,10037836040198,1201
C04020         ,GRISI JALEA REAL CREMA LÍQUIDA 400ML    ,10037836040204,1201
C04020A        ,GRISI JALEA REAL CREMA LÍQUIDA 400ML    ,10037836040204,1201
C04022         ,GRISI JALEA REAL CREMA DE MANOS 80ML    ,10037836040228,1201
C04022A        ,GRISI JALEA REAL CREMA DE MANOS 80ML    ,10037836040228,1201
C04030         ,GRISI NEUTRO CREMA LIQUIDA 400 ML       ,10037836040303,1201
C04030A        ,GRISI NEUTRO CREMA LIQUIDA 400 ML       ,10037836040303,1201
C04045         ,GRISI CONCHA NÁCAR CREMA DE MANOS 80ML  ,10037836040457,1201
C04045A        ,GRISI CONCHA NÁCAR CREMA DE MANOS 80ML  ,10037836040457,1201
C04048         ,GRISI ÓLEOS CREMA SÓLIDA 110G           ,10037836040488,1201
C04049         ,GRISI ÓLEOS CREMA LÍQUIDA 400ML         ,10037836040495,1201
C04050         ,GRISI ÓLEOS CREMA DE MANOS 80ML         ,10037836040501,1201
C04051         ,GRISI MANGO CREMA LÍQUIDA 400ML         ,10037836040518,1201
C04059         ,GRISI MANGO CREMA DE MANOS 80ML         ,10037836040594,1201
C04066         ,GRISI CONCHA NÁCAR CONCENTRADO 30ML     ,10037836040662,1201
C04088         ,GRISI CREMA P/ PIERNAS CALMANTE 400ML   ,10037836040884,1201
C04089         ,GRISI CREMA P/PIERNAS ANTIOXIDANTE 400ML,10037836040891,1201
C04090         ,GRISI CREMA P/ PIERNAS REAFIRMANTE 400ML,10037836040907,1201
C04177         ,GRISI ALOE VERA + AH CREMA SÓLIDA 110G  ,10810120501748,1201
C04178         ,GRISI ALOE VERA + AH CREMA LÍQUIDA 400ML,10810120501755,1201
C04179         ,GRISI ALOE VERA + AH CREMA DE MANOS 80ML,10810120501762,1201
CF0493C        ,CONCHA NACAR CR.MANOS 80ML+JB.PEPINO 125,17501022104931,1201
CF4008         ,GRISI OA CR CONCHA NÁC.400+JB NEUTRO 100,17501022140083,1201
CF4008A        ,MOTHER PEARL LOTION 13.5+MOTHER SOAP 3.5,10037836040082,1201
CF4010         ,OF.CR.LIQ.ALMEND.400ML+JB.NEU.100G      ,17501022140106,1201
CF4010A        ,OF.CR.LIQ.ALMEND.400ML+TOALLITAS BENZAL ,10037836040105,1201
CF4011         ,OF.CR. ALMEND. 110G+ALMOND OIL SOAP 3.5 ,10037836040112,1201
CF4019         ,GRISI OA CR.JALEA REAL 110+JB NEUTRO 100,10037836040198,1201
CF4020         ,GRISI OA CR JALEA REAL 400+JB NEUTRO 100,10037836040204,1201
CF4030         ,GRISI OA CR. NEUTRO 400ML+JB NEUTRO 100G,10037836040303,1201
CF7015         ,PDQ CREMAS CORPORALES BA 2019           ,037836070150  ,1201
CF7050         ,SIDEKICK CREMAS GRISI 2019              ,037836070501  ,1201
CF7104         ,GRISI OA CR.CONCHA N.110G+JB.NEUTRO 100G,27501022171046,1201
CF7105         ,GRISI OA CR.JALEA R.400ML+JB.JALEA 100G ,10037836071055,1201
CF7106         ,GRISI OA CR.NEUTRO 400ML+JB.NEUTRO 100G ,10037836071062,1201
CF7107         ,GRISI OA CR.CONCHA N.400+JB.NEUTRO 100G ,10037836071079,1201
CF7108         ,GRISI OA CR.JALEA R.110G+JABON JR 100G  ,10037836071086,1201
CF8052         ,CR.LIQ.ALMENDRAS 400ML+JB.ALMENDRAS 125G,87501022180521,1201
CF8077         ,GRISI CR.LECHE  BURRA 200G+JB.MIEL125G  ,17501022180775,1201
CF8090         ,AT DIA 50 G + AT OJOS 15 ML             ,87501022180903,1201
CF8242         ,CR.SOL.ALMENDRAS 200G+JB.ALMENDRAS 125G ,17501022182427,1201
CF8305         ,AT DIA 50 G + AT NOCHE 50 G             ,87501022183058,1201
CF8766         ,GRISI OA CR.CONCHA NÁC.110G+CR.CONCHA 80,80037836087666,1201
CF8767         ,GRISI OA CR.CONCHA NÁC.400+CR CONCHA 80 ,10037836087674,1201
CF8891         ,PDQ CREMAS LIQUIDAS 400ML SC            ,037836088919  ,1201
CF8892         ,PDQ CREMAS FACIALES 110g BA             ,037836088926  ,1201
CF8942         ,PDQ CREMAS FACIALES BA 2018             ,037836089428  ,1201
CF8943         ,PDQ CREMAS FACIALES SC 2018             ,037836089435  ,1201
CF8986         ,PDQ CREMAS FACIALES BA 2018 2           ,037836089862  ,1201
CF8995         ,PDQ CREMAS FACIALES BA 2019             ,037836089954  ,1201
CF8996         ,PDQ CREMAS CORPORALES SC 2019           ,037836089961  ,1201
CX0861A        ,MOTHER PEARL FACE CREAM USA 3.8 OZ      ,20037836000359,1201
CX4008         ,MOTHER OF PEARL BODY LOTION 13.5 FL. OZ.,10037836040082,1201
CX4088         ,GRISI CREMA P/PIERNAS CALMANTE 400ML USA,10037836040884,1201
CX8429         ,DUOPACK MOTHER OF PEARL CREAM 3.8 OZ.   ,037836184291  ,1201
CX8528         ,RICITOS ORO CHAMOMILE BODY LOTION 225ML ,10850040940029,1201
CX9637         ,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX       ,17501022196370,1201
CX9638         ,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX       ,17501022196387,1201
CXF0861        ,GRISI MOTHER PEA.CR.3.8 OZ+JB.NEUTRO 100,20037836000359,1201
CXF0863        ,OF.CR. ALOE V. 110G+ALOE VERA SOAP 3.5  ,20037836000380,1201
CXF8055        ,MOTHER  PEARL HANDS 2.7+MOTHER SOAP 3.5 ,10037836080552,1201
CXF8417        ,CR.LECH.BURRA 110+DONKEY´S MILK SOAP 3.5,10037836084178,1201
CXF8962        ,GIFT SET ALOE VERA 2018                 ,80037836089622,1201
CXF8963        ,GIFT SET CONCHA NACAR 2018              ,80037836089639,1201
L04099         ,GRISI JALEA REAL SERUM FACIAL 30 ML     ,10037836040990,1201
AF8349         ,PROMOCIONAL ORGANOGAL AC. 100ML         ,87501022183492,1201
E00290         ,ORGANOGAL GRISI TRAT.NEGRO INTENSO 130mL,37501022102900,1201
E02115         ,ORGANOGAL GRISI GEL LIQUIDO NI 250ML    ,17501022121150,1201
E02120         ,ORGANOGAL GRISI PLATINADOR CERA 100G    ,10037836021203,1201
E02123         ,ORGANOGAL GRISI TRAT.SIL.CANAS PLAT 130M,10037836021234,1201
E02123A        ,ORGANOGAL GRISI TRAT.SIL.CANAS PLAT 130M,10037836021234,1201
E02136         ,CERA OSCURECED. ORGANOGAL NEGRO INT.100G,10037836021364,1201
E02145         ,GEL EXTRAF. ORGANOG. SILVER GRISI 200ML ,10810120501816,1201
E02146         ,GEL EXTRAF. ORGAN. NEGRO IN. GRISI 200G ,10850040940432,1201
E02198         ,ORGANOGAL ACONDICIONADOR SILVER 200ML   ,10810120502974,1201
E0290A         ,ORGANOGAL GRISI TRAT.NEGRO INT. TUBO 130,37501022102900,1201
S03000         ,ORGANOGAL GRISI 2 EN 1 SH. 400 mL       ,17501022130008,1201
S03256         ,ORGANOGAL GRISI SH. NEGRO INTENSO 400 mL,17501022132569,1201
S03256A        ,ORGANOGAL GRISI SH. NEGRO INTENSO 400 ML,17501022132569,1201
S03262         ,ORGANOGAL GRISI TRIPLE ACCION SH.400ML  ,17501022132620,1201
S03307         ,ORGANOGAL GRISI NEGRO BRILLANT SH. 400ML,17501022133078,1201
S03307A        ,ORGANOGAL GRISI SH. NEGRO BRILLAN. 400ML,17501022133078,1201
S03346         ,ORGANOGAL GRISI PLATINADOR SH. 400ML    ,17501022133467,1201
S03346A        ,ORGANOGAL GRISI SH. PLATINADOR 400ML    ,17501022133467,1201
SF3000         ,OF.SH.ORGANOGAL 2EN1 400+JABON 125G     ,17501022130008,1201
SF3307         ,OF.SH.ORG.NEGRO BRILL.400+ORG. AC. 100ML,17501022133078,1201
SF3307A        ,OF.SH.ORG.NEGRO BRILL.400+JB.SAVILA 125 ,17501022133078,1201
SF3307B        ,ORGANOGAL N. BRILLANTE ED. FRIDA KAHLO  ,17501022133078,1201
SF3307C        ,OA ORGANOGAL SH. NEGRO BRILL+JB NEUTRO  ,17501022133078,1201
SF3316         ,OF.SH.ORG.CTRL.CASPA 400+ORG. AC. 100 ML,17501022133160,1201
SF3317         ,OF.SH.ORG.CTRL.CAIDA 400+ORG. AC. 100ML ,17501022133177,1201
SF3317A        ,OF.SH.ORG.CTRL.CAIDA 400ML+JB.SAVILA 125,17501022133177,1201
SF7151         ,PACK ORGANOGAL SILVER                   ,80850040940608,1201
SF7184         ,OA SH.NEGRO INTENSO ORG.400+JB.NEUTRO 90,17501022171841,1201
SF8311         ,OF.SH.ORG.NEGRO BRIL.400+DONKEY MILK SOA,17501022183110,1201
SF8312         , F.SH.ORG.CTRL.CAIDA 400+DONKEY MILK SOA,17501022183127,1201
SF8328         ,SH.ORGANOG.NEG.BRILL.400+TRATAMIENTO 130,17501022183288,1201
SF8350         ,DUOPACK SH.ORGANOGAL NGO.BRILL. 300ML   ,87501022183508,1201
SF8351         ,SH.ORGAN.NGO.BRILLANTE 400+ORGAN.AC.100 ,17501022183516,1201
SF8396         ,FOURWAY CAPILARES PARA COMEX            ,7501022183960 ,1201
SF8858         ,PACK ORGANOGAL NEGRO INTENSO            ,87501022188589,1201
SX3256         ,ORGANOGAL GRISI SH. NEGRO INTENSO 13.5FL,10037836032568,1201
SX8415         ,ORGANOGAL GRISI NEGRO BRILL. SH. 300 mL ,10037836084154,1201
SX8473         ,ORGANOGAL GRISI NEGRO BRILL. SH. 10 FL. ,10037836084734,1201
A00214         ,VITTA MULTIACCION ACOND 900ML           ,              ,1201
A00872         ,VITTA NAT.AC.PETALOS 30.4FL.OZ          ,10037836008723,1201
E00241         ,VITTA EXTRA FIRME GEL 600G              ,17501022102418,1201
S00343N        ,VITTA  LACIO PERF SH 900 ML             ,10000000003435,1201
S00362         ,VITTA PAPAYA SH 900 ML                  ,17501022103620,1201
S03304N        ,VITTA  HIDRA-VIT SH 900 ML              ,10000000033043,1201
SF3312A        ,FANTASY SH.CHOCOLATE 225+SH.VAINILLA 225,87501022133121,1201
SF3315A        ,FANTASY SH.FRAMBUESA 225+SH.VAINILLA 225,87501022133152,1201
C0430PR        ,ALGACEL REAFIRMANTE CREMA 200 g P.R.    ,17501022104306,1201
J0502PR        ,ALGACEL EXFOLIANTE JABON 150 g P.R.     ,87501022105029,1201
AX8424         ,ALOE VERA COND. 13.5 FL. OZ. EXP        ,10037836084246,1201
C09736         ,SACHET GEL PURO ALOE VERA               ,              ,1201
C09817         ,SACHET CREMA ALOE VERA ESP.             ,              ,1201
C09818         ,SACHET CREMA CONCHA NACAR ESP.          ,              ,1201
CF8382         ,KIT ALOE V.CR.LIQ.380ML+SH.300ML+JB.125 ,87501022183829,1201
CX9785R        ,CR.P/MANOS ALOE VERA 75ML ESP. (REACOND),10000000097854,1201
EX0948EI       ,INT. GEL PURO ALOE VERA NF 250ML ESP.   ,87501022109485,1201
EX948PR        ,GEL PURO ALOE VERA 250 mL P.R.          ,27501022109483,1201
EXF0948        ,DUOPACK GEL PURO ALOE GRISI 250 mL ESP. ,27501022109483,1201
EXF7213        ,GEL PURO ALOE VERA 250ML 2X1            ,80037836072136,1201
JF8082         ,DUOPACK JABON ALOE VERA 100 g (ES)      ,17501022180829,1201
SX8423         ,ALOE VERA SH. 13.5 FL. OZ. EXP          ,10037836084239,1201
SX8425         ,ALOE VERA SH. 10 FL. OZ. EXP            ,10037836084253,1201
SX8474         ,ALOE VERA SH. 10 FL. OZ.                ,10037836084741,1201
SX8475         ,ALOE VERA SH. 13.5 FL. OZ.              ,10037836084758,1201
SXF8423        ,ALOE VERA SH. 13.5 FL.OZ.+ALOE SOAP 3.5 ,10037836084239,1201
SXF8425        ,ALOE VERA SH. 10 FL.OZ.+ALOE SOAP 3.5 OZ,10037836084253,1201
SXF8475        ,ALOE VERA SH.13.5FL.OZ+ALOE V. SOAP 3.5 ,10037836084758,1201
CX9186         ,GEL DE BA#O LECHE DE BURRA 450 ML ESPA#A,17501022191863,1201
CX9789NI       ,INTER CREMA FACIAL C.NÁCAR 60g ESP      ,17501022197896,1201
JX0848B        ,JABON AZUFRE 100G PUERTO RICO           ,57501022101204,1201
M00120A        ,GRISI AZUFRE LANOLINA JAB. 100G 25PZ    ,87501022101205,1201
M00120T        ,JR CORRUGADO JB AZUFRE ALQUITRAN        ,57501022101204,1201
M00177         ,AXEL CONTROL LOCION  120 mL             ,17501022101770,1201
M00178         ,AXEL CONTROL CREMA 20 g                 ,17501022101787,1201
M00178T        ,JR CORRUGADO AXEL CONTROL CREMA 20 g    ,17501022101787,1201
M00179         ,AXEL SOLUCION 120 ml                    ,17501022101794,1201
M00185         ,GEL FACIAL DE AZUFRE TUBO 180 mL        ,17501022101855,1201
M00185T        ,JR CORRUGADO GEL FACIAL AZUFRE GRISI 1P ,17501022101855,1201
M00189         ,JB. GRISI CONTROL AZUFRE 125 G          ,27501022101890,1201
M00189T        ,JR CORRUGADO JB AXEL CONTR. AZUFRE GRISI,27501022101890,1201
M00192         ,ACNEBAR JAB. 30G                        ,87501022101922,1201
M01116         ,AXEL MAQUILLAJE TONO CLARO MATE 15G     ,27501022111165,1201
M01118         ,AXEL MAQUILLAJE TONO BEIGE MATE 15G     ,27501022111189,1201
M01119         ,AXEL MAQUILLAJE TONO NATURAL MATE 15G   ,27501022111196,1201
M01132         ,AXEL NEUTRO PIEL DELICADA JAB. 100g     ,27501022111325,1201
M01132T        ,JR CORRUGADO AXEL NEUTRO PIEL DELIC.JB. ,27501022111325,1201
M01154         ,AXEL AZUFRE SOLUCION 120ml              ,17501022101794,1201
M01156         ,AXEL GEL EXFOLIANTE 180ML               ,17501022111564,1201
M01156T        ,JR CORRUGADO AXEL GEL EXFOLIANTE 180ml  ,17501022111564,1201
M01160         ,JABON AZUFRE 100G NICARAGUA             ,57501022111609,1201
M01170         ,AXEL MAQUILLAJE T.BEIGE MATE 15G P.NEGRA,27501022111707,1201
M01170T        ,JR CORRUGADO AXEL MAQUI. BEIGE MATE 15G ,27501022111707,1201
M01171         ,AXEL MAQUILLAJE T.NAT.MATE 15G P.NEGRA  ,27501022111714,1201
M01179         ,SULFUR FACIAL WASH 250 ML               ,80037836011791,1201
M01211         ,CREMA DE AZUFRE CON LANOLINA 20g        ,17501022112110,1201
M01215         ,AXEL EXFOLIANTE CITRICO JAB. 100G       ,27501022112155,1201
M01220         ,AXEL AVENA EQUILIBRANTE JABON 100 GR    ,27501022112209,1201
M01222         ,JB. GRISI CONTROL BICARBONATO SODIO 100G,27501022112223,1201
M01223         ,JB. GRISI CONTROL CARBON ACTIVADO 100 G ,27501022112230,1201
M01229         ,GEL LIMPIADOR AZUFRE 3% 250ML           ,87501022112294,1201
M01239         ,GEL LIMPIEZA FACIAL CARBON ACTIV. 240ML ,17501022112394,1201
M01240         ,MASCARILLA BURBUJEANTE CARBÓN ACT. 25 G ,17501022112400,1201
M01241         ,GEL EXFOLIANTE CARBON ACTIVADO 150G     ,17501022112417,1201
M01355A        ,GRISI CONTROL AZUFRE JAB 100G 25PZ      ,80810120501624,1201
M05040         ,ACNEBAR JABON 100 g                     ,87501022150401,1201
M05040T        ,JR CORRUGADO JB ACNEBAR 100GR GRISI     ,87501022150401,1201
M08497         ,SULFUR SOAP MUESTRA 1.0 Oz (30 G)       ,80037836084979,1201
